Name, EA,formula
(NH3)14..Na anion,0.686000,H42N14Na-
(p-terphenyl)2 radical anion,0.690000,C36H28-
N2..O2 radical anion,0.690000,N2O2-
(H2O)3..cytosine radical anion,0.690000,C4H11N3O4-
Pd(SC(CN)=C(CN)S)2 dianion,0.690000,C8N4PdS4-2
Bromodichloroborane(3),0.690000,BBrCl2
"2,3-Butanedione",0.690000,C4H6O2
Azulene,0.694000,C10H8
"α,α,α-Trifluoro-o-tolunitrile",0.698000,C8H4F3N
"Benzonitrile, 2,6-dichloro-",0.698000,C7H3Cl2N
Tb3OSi radical anion,0.700000,OSiTb3-
Beryllium monohydride,0.700000,BeH
(MgO)4 radical,0.700000,Mg4O4
CrOF radical,0.700000,CrFO
(NaF)3 radical,0.700000,F3Na3
D8-azulene radical,0.700000,C10D8
Uridine radical anion,0.700000,C9H12N2O6-
Cytidine radical anion,0.700000,C9H13N3O5-
guanosine radical anion,0.700000,C10H13N5O5-
(Me2N)2C=C(NMe2)2..Al anion,0.700000,C10H24AlN4-
(acenaphthene)10 radical anion,0.700000,C120H100-
(C6H6)4V3 anion,0.700000,C24H24V3-
Rh4,0.700000,Rh4
"Adenosine, 2'-deoxy-",0.700000,C10H13N5O3
nPrNH anion,0.703000,C3H8N-
Au29 dianion,0.710000,Au29-2
rubidium iodide,0.710000,IRb
"Benzene, 1,3,5-trimethyl-2-nitro-",0.711000,C9H11NO2
Quinoxaline,0.711000,C8H6N2
Cinnoline,0.720000,C8H6N2
EtCH=CH,0.720000,C4H7
1-Bromopyrene,0.720000,C16H9Br
pCN-biphenyl radical anion,0.720000,C13H9N-
oxalic acid anion,0.720000,C2H2O4-
RhCo,0.720000,CoRh
(H2O)11 radical anion,0.720000,H22O11-
(MgO)3 radical,0.720000,Mg3O3
Lead oxide,0.722000,OPb
Phenanthrene-9-carboxaldehyde,0.724000,C15H10O
sodium chloride,0.727000,ClNa
"1,3-cyclohexadienide anion",0.728000,C6H7-
potassium iodide,0.728000,IK
2-adamantanone-4-enolate anion,0.729000,C10H13O-
"Benzene, pentachloro-",0.729000,C6HCl5
(N2O)3..NO anion,0.729000,N7O4-
Al4O3 anion,0.730000,Al4O3-
(naphthalene)8 radical anion,0.730000,C80H64-
Chloromethyl radical,0.735000,CH2Cl
Arsenic dimer,0.739000,As2
(H2O)4..adenine radical anion,0.740000,C5H13N5O4-
(o-terphenyl)5 radical anion,0.740000,C90H70-
Ru6C(CO)12 dianion,0.740000,C13O12Ru6-2
Methyl-4-trifluoromethylbenzoate,0.746000,C9H7F3O2
phosphorus,0.747000,P
molybdenum,0.749000,Mo
(KI)3 radical anion,0.750000,I3K3-
(H2O)4..7-aza-indole radical anion,0.750000,C7H14N2O4-
pyrimidine..NO radical anion,0.750000,C4H4N3O-
lithium iodide,0.750000,ILi
Phosphorus pentafluoride,0.750000,F5P
p-Nitroaniline,0.750000,C6H6N2O2
H2O..NO anion,0.750000,H2NO2-
"methyl 3,5-diCl-benzoate radical",0.750000,C8H6Cl2O2
"Benzenamine, 3,5-dimethyl-4-nitro-",0.750000,C8H10N2O2
iPrNH anion,0.753000,C3H8N-
Deuterium,0.755000,D
Hydrogen atom,0.755000,H
AuH anion,0.758000,AuH-
"Benzonitrile, 4-(trifluoromethyl)-",0.759000,C8H4F3N
TiBr3 anion,0.760000,Br3Ti-
PhMe..V anion,0.760000,C7H8V-
H2O..Na anion,0.760000,H2NaO-
ReBr6 dianion,0.760000,Br6Re-2
"1,3-cyclohexadiene..Fe(CO)3 anion",0.763000,C9H8FeO3-
bicyclo[1.1.0]butanide anion,0.768000,C4H5-
3-CN-C6H4-COOCH3,0.768000,C9H7NO2
3'-(Trifluoromethyl)acetophenone,0.768000,C9H7F3O
(m-terphenyl)6 radical anion,0.770000,C108H84-
H2O..anthracene radical anion,0.770000,C14H12O-
DCPA,0.770000,C10H6Cl4O4
Amino radical,0.771000,H2N
Dichlorosilylene,0.772000,Cl2Si
F2SO radical anion,0.775000,F2OS-
Sulfuryl fluoride,0.775000,F2O2S
"4,4'-Difluorobenzophenone",0.776000,C13H8F2O
(biphenyl)7 radical anion,0.780000,C84H70-
(benzene)2Fe anion,0.780000,C12H12Fe-
Mercaptomethyl radical,0.781000,CH3S
sodium bromide,0.788000,BrNa
(naphthalene)9 radical anion,0.790000,C90H72-
(E)-2-C4F8,0.790000,C4F8
LaO2 radical anion,0.790000,LaO2-
Ru6(CO)13 dianion,0.790000,C13O13Ru6-2
(benzene)2..NO radical anion,0.790000,C12H12NO-
Bromomethyl radical,0.794000,CH2Br
(H2O)12 radical anion,0.797000,H24O12-
"3,5-Dichlorobenzonitrile",0.798000,C7H3Cl2N
triMe-p-benzoquinone-CH2,0.798000,C10H11O2
CH2=NCH2 anion,0.800000,C2H4N-
D2O..NO anion,0.800000,D2NO2-
K2(KI)4 radical anion,0.800000,I4K6-
As4 anion,0.800000,As4-
"(2,2'-bis(thiophene))4 radical anion",0.800000,C32H24S8-
"(2,2'-bis(thiophene))5 radical anion",0.800000,C40H30S10-
Dialuminum monosulfide,0.800000,Al2S
C6H5Au,0.800000,C6H5Au
(benzene)3Ti2,0.800000,C18H18Ti2
AsF2,0.800000,AsF2
NaCS2,0.800000,CNaS2
(benzene)3Fe2 anion,0.800000,C18H18Fe2-
"Anthracene, 2-chloro-",0.802000,C14H9Cl
"2,2,6,6-Me4-piperidinide anion",0.803000,C9H18N-
Ni(CO),0.804000,CNiO
Carbon Tetrachloride,0.805000,CCl4
arsenic,0.805000,As
silicon fluoride,0.810000,FSi
ammonium iodide,0.810000,H4IN
"Benzene, 1,3-dimethyl-2-nitro-",0.811000,C8H9NO2
"Benzene, chloropentafluoro-",0.815000,C6ClF5
"Benzaldehyde, 3-(trifluoromethyl)-",0.815000,C8H5F3O
Benzo[a]pyrene,0.815000,C20H12
tungsten,0.816000,W
Phosphorus trichloride,0.820000,Cl3P
BBr3 radical anion,0.820000,BBr3-
(2-Me-anthracene)2 radical anion,0.820000,C30H24-
Au30,0.820000,Au30
(H2O)3..thymine radical anion,0.820000,C5H12N2O5-
IrCl6 dianion,0.820000,Cl6Ir-2
nickel dioxide,0.820000,NiO2
"2-Propenal, 3-phenyl-",0.823000,C9H8O
"1,4-Benzenedicarboxylic acid, dimethyl ester",0.824000,C10H10O4
"1,1'-Biphenyl, 2,2',3,3',4,4',5,5',6,6'-decafluoro-",0.824000,C12F10
"Anthracene, 1-chloro-",0.828000,C14H9Cl
Potassium tetramer,0.830000,K4
(Me2CO)2 radical anion,0.830000,C6H12O2-
(o-terphenyl)7 radical anion,0.830000,C126H98-
"Methanone, (4-chlorophenyl)phenyl-",0.833000,C13H9ClO
(p-terphenyl)4 radical anion,0.840000,C72H56-
(o-terphenyl)6 radical anion,0.840000,C108H84-
Tb3OSi2 radical anion,0.840000,OSi2Tb3-
4-Methylbenzyl radical,0.842000,C8H9
1-Phenylethyl radical,0.844000,C8H9
m-Benzyne,0.846000,C6H4
2-Phenyl-2-propyl radical,0.849000,C9H11
"Ethanone, 1-(2-hydroxyphenyl)-",0.850000,C8H8O2
(KI)5 radical anion,0.850000,I5K5-
(H2O)4..cytosine radical anion,0.850000,C4H13N3O5-
Ru6C(CO)13 dianion,0.850000,C14O13Ru6-2
Ru6C(CO)14 dianion,0.850000,C15O14Ru6-2
(H2O)5..O2CCO2 dianion,0.850000,C2H10O9-2
(benzene)Ti anion,0.850000,C6H6Ti-
"1,2-Propadiene-1,3-dione",0.850000,C3O2
(p-terphenyl)3 radical anion,0.850000,C54H42-
(m-terphenyl)7 radical anion,0.850000,C126H98-
NH3..Pb anion,0.850000,H3NPb-
(naphthalene)10 radical anion,0.850000,C100H80-
CH3Si radical,0.852000,CH3Si
Ethyl diazoacetate,0.854000,C4H6N2O2
"Benzene, 1,2-dimethyl-3-nitro-",0.854000,C8H9NO2
CH2=C(CH2.)C(=CH2)CH2 anion,0.855000,C6H8-
"Benzene, pentafluoro(trifluoromethyl)-",0.859000,C7F8
9-Chloroanthracene,0.859000,C14H9Cl
(anthracene)2 radical anion,0.860000,C28H20-
(1-Me-anthracene)2 radical anion,0.860000,C30H24-
MeCH=CH anion,0.861000,C3H5-
(H2O)13 radical anion,0.863000,H26O13-
Tricesium,0.864000,Cs3
Sodium iodide,0.865000,INa
"2,6-diMe-4-F-nitrobenzene radical",0.867000,C8H8FNO2
Chromic acetylacetonate,0.867000,C15H21CrO6
Methylthiomethyl radical,0.868000,C2H5S
quadricyclan-2-ide anion,0.868000,C7H7-
Manganese monohydride,0.869000,HMn
Au25,0.870000,Au25
"Methanone, (3-chlorophenyl)phenyl-",0.872000,C13H9ClO
"2',3',4',5',6'-Pentafluoroacetophenone",0.876000,C8H3F5O
(7-aza-indole)2 radical anion,0.880000,C14H12N4-
CH2=C=CD anion,0.880000,C3H2D3-
Copper dimer,0.880000,Cu2
(benzene)Pd2,0.880000,C6H6Pd2
(H2O)3..uracil radical anion,0.880000,C4H10N2O5-
(H2O)5..adenine radical anion,0.880000,C5H15N5O5-
"Benzene, 2,4-dimethyl-1-nitro-",0.880000,C8H9NO2
3-Methylbenzyl radical,0.885000,C8H9
NiCu,0.889000,CuNi
"Benzene, 1,1'-(1,3,5-hexatriene-1,6-diyl)bis-",0.890000,C18H16
Au27,0.890000,Au27
Biphenylene,0.890000,C12H8
benzene..Nb anion,0.893000,C6H6Nb-
niobium,0.894000,Nb
Acridine,0.896000,C13H9N
"Iron, (1,3-butadiene)tricarbonyl-",0.898000,C7H6FeO3
4'-(Trifluoromethyl)acetophenone,0.898000,C9H7F3O
GeBr3 anion,0.900000,Br3Ge-
CF3CðCCF2 anion,0.900000,C4F5-
H2O..O2C(CH2)3CO2 dianion,0.900000,C5H8O5-2
Ru6(CO)14 dianion,0.900000,C14O14Ru6-2
Si2O3 radical,0.900000,O3Si2
Sulfur difluoride,0.900000,F2S
Lead bromide,0.900000,BrPb
(NaF)7 radical,0.900000,F7Na7
K2Cs,0.900000,CsK2
(C3H5)Co(CO)2 radical,0.900000,C5H5CoO2
AlH2 anion,0.900000,AlH2-
9-α-d-Arabinofuranosyladenine radical anion,0.900000,C10H13N5O4-
EtNO2..EtNO2 radical anion,0.900000,C4H10N2O4-
Al5Cs anion,0.900000,Al5Cs-
Al10Cs3 anion,0.900000,Al10Cs3-
Na4Sn4,0.900000,Na4Sn4
Rh2Co,0.900000,CoRh2
TiI3 anion,0.902000,I3Ti-
Iron dimer,0.902000,Fe2
CD2=C=CH anion,0.907000,C3HD3-
(coronene)2..V anion,0.910000,C48H24V-
Tb3O radical anion,0.910000,OTb3-
pentadienide anion,0.910000,C5H7-
Sodium tetramer,0.910000,Na4
(o-terphenyl)8 radical anion,0.910000,C144H112-
"Benzene, 1-methoxy-4-nitro-",0.911000,C7H7NO3
η4-Trimethylenemethane-iron tricarbonyl-,0.911000,C7H6FeO3
"1,3-Dicyanobenzene",0.911000,C8H4N2
Bromotrifluoromethane,0.911000,CBrF3
Benzyl radical,0.912000,C7H7
CH2=CHCH=C radical,0.914000,C4H4
"Benzene, hexachloro-",0.915000,C6Cl6
CH2=C=CH anion,0.918000,C3H3-
"Methyl, 1,2-phenylenebis-",0.919000,C8H8
Benzo[c]cinnoline,0.919000,C12H8N2
(H2O)4..SO4 dianion,0.920000,H8O8S-2
Rb3,0.920000,Rb3
(H2O)14 radical anion,0.923000,H28O14-
"Benzene, 1-methyl-2-nitro-",0.924000,C7H7NO2
"Benzene, 1,2-dimethyl-4-nitro-",0.924000,C8H9NO2
Ni2,0.926000,Ni2
cycloheptatriene..Cr(CO)3 anion,0.928000,C10H8CrO3-
C6F6..C6F6 radical anion,0.930000,C12F12-
Calcium monohydride,0.930000,CaH
Co(pyrene) radical anion,0.930000,C16H10Co-
Pt(CO)2 anion,0.930000,C2O2Pt-
cyclobutene-1-ide anion,0.932000,C4H5-
HFe,0.934000,FeH
4-Fluorobenzyl radical,0.937000,C7H6F
B2H3 anion,0.938000,B2H3-
(m-terphenyl)8 radical anion,0.940000,C144H112-
(NH3)2..Pb anion,0.940000,H6N2Pb-
"tetra(2,2')thiophene radical anion",0.940000,C16H10S4-
1-Ph-cyclobuten-3-ide anion,0.940000,C10H9-
Dibromochloroborane(3),0.940000,BBr2Cl
"Benzaldehyde, 4-(trifluoromethyl)-",0.941000,C8H5F3O
bismuth,0.942000,Bi
m-Nitroaniline,0.945000,C6H6N2O2
(N2O)4..NO anion,0.946000,N9O5-
Me3SiCH2 anion,0.950000,C4H11Si-
(N2O)2 radical anion,0.950000,N4O2-
Zinc monohydride,0.950000,HZn
PCl2,0.950000,Cl2P
Potassium pentamer,0.950000,K5
Potassium hexamer,0.950000,K6
Co2(pyrene) radical anion,0.950000,C16H10Co2-
Ru6(CO)15 dianion,0.950000,C15O15Ru6-2
Ru6(CO)16 dianion,0.950000,C16O16Ru6-2
Al3N radical anion,0.950000,Al3N-
"(2,2'-bis(thiophene))6 radical anion",0.950000,C48H36S12-
Thallium dimer,0.950000,Tl2
"1,2-Benzenedicarbonitrile",0.954000,C8H4N2
"Benzene, 1-methyl-4-nitro-",0.954000,C7H7NO2
Potassium trimer,0.956000,K3
3-(Trifluoromethyl)benzophenone,0.958000,C14H9F3O
NCCH2CH2 anion,0.959000,C3H4N-
IrBr6 dianion,0.960000,Br6Ir-2
(C6H6)5V4 anion,0.960000,C30H30V4-
quadricyclan-1-ide anion,0.962000,C7H7-
Pr anion,0.962000,Pr-
"Benzoic acid, 4-acetyl-, methyl ester",0.963000,C10H10O3
CH2=CHCHCl anion,0.969000,C3H4Cl-
Nb2O2,0.970000,Nb2O2
Au28,0.970000,Au28
Trimethylsilyl radical,0.971000,C3H9Si
Isophthalaldehyde,0.971000,C8H6O2
Perylene,0.973000,C20H12
(H2O)15 radical anion,0.977000,H30O15-
NiAg anion,0.979000,AgNi-
Tb3OSi3 radical anion,0.980000,OSi3Tb3-
(MgO)5 radical,0.980000,Mg5O5
(o-terphenyl)9 radical anion,0.980000,C162H126-
"Benzoic acid, 4-cyano-, methyl ester",0.980000,C9H7NO2
cycloheptatriene..Fe(CO)3 anion,0.984000,C10H8FeO3-
"Ethanone, 2,2,2-trifluoro-1-phenyl-",0.984000,C8H5F3O
"Benzenamine, N,N-dimethyl-3-nitro-",0.984000,C8H10N2O2
"3,5-Dichlorobenzaldehyde",0.989000,C7H4Cl2O
"Benzene, 1-methyl-3-nitro-",0.989000,C7H7NO2
LaO radical anion,0.990000,LaO-
(2-Me-anthracene)3 radical anion,0.990000,C45H36-
(H2O)5..7-aza-indole radical anion,0.990000,C7H16N2O5-
(H2O)2..Na anion,0.990000,H4NaO2-
HSiO anion,1.000000,HOSi-
(KI)12 radical anion,1.000000,I12K12-
K(KI)2 radical anion,1.000000,I2K3-
K2(KI)6 radical anion,1.000000,I6K8-
CF2=C(Me)O anion,1.000000,C3H3F2O-
Arsenic monohydride,1.000000,AsH
Iodine monofluoride,1.000000,FI
Lead chloride,1.000000,ClPb
(p-terphenyl)5 radical anion,1.000000,C90H70-
(m-terphenyl)9 radical anion,1.000000,C162H126-
(o-terphenyl)10 radical anion,1.000000,C180H140-
Al7Cs anion,1.000000,Al7Cs-
Al9Cs2 anion,1.000000,Al9Cs2-
Al8Cs3 anion,1.000000,Al8Cs3-
(COT)4Eu4 anion,1.000000,C32H32Eu4-
CeO radical anion,1.000000,CeO-
PrO radical anion,1.000000,OPr-
Rh3 anion,1.000000,Rh3-
O2CCH2C(OH)(CO2H)CH2CO2 dianion,1.000000,C6H6O7-2
(H2O)4..thymine radical anion,1.000000,C5H14N2O6-
Cu-Phthalocyanine-(SO3-)3(SO3Na)[-3],1.000000,C32H13CuN8NaO12S4
Re2Cl8 dianion,1.000000,Cl8Re2-2
(benzene)2..Co2 anion,1.000000,C12H12Co2-
"(H2O)2..1,3-O2C-C6H4-CO2 dianion",1.000000,C8H8O6-2
EtOH..uracil radical anion,1.000000,C6H10N2O3-
Antimony tetramer,1.000000,Sb4
"dibenzo[a,g]corannulene radical",1.000000,C28H14
(benzene)4Ti3,1.000000,C24H24Ti3
Diphosphene,1.000000,H2P2
"Pyrido[2,3-d]pyridazine",1.002000,C7H5N3
Nitrobenzene-D5,1.002000,C6D5NO2
"2,6-diMe-4-Cl-nitrobenzene radical",1.005000,C8H8ClNO2
3-Cyanobenzaldehyde,1.006000,C8H5NO
"methyl 3,5-diCF3-benzoate radical",1.006000,C10H6F6O2
"Benzene, nitro-",1.006000,C6H5NO2
GeF radical anion,1.010000,FGe-
Tb3OSi4 radical anion,1.010000,OSi4Tb3-
Co11O2 radical anion,1.010000,Co11O2-
Co12O2 radical anion,1.010000,Co12O2-
Vanadium trimer,1.010000,V3
O2C(CH2)4CO2 dianion,1.010000,C6H8O4-2
Pb(benzene) anion,1.010000,C6H6Pb-
(m-terphenyl)10 radical anion,1.010000,C180H140-
(2-Me-anthracene)4 radical anion,1.010000,C60H48-
NdO radical anion,1.010000,NdO-
"Benzene, 4-fluoro-2-methyl-1-nitro-",1.010000,C7H6FNO2
"Ethanone, 1-(9-anthracenyl)-",1.015000,C16H12O
Phthalimide,1.015000,C8H5NO2
Sodium trimer,1.019000,Na3
C120O dianion,1.020000,C120O-2
(1-Me-anthracene)3 radical anion,1.020000,C45H36-
AgS3 anion,1.020000,AgS3-
Rh3Co,1.020000,CoRh3
WC radical anion,1.022000,CW-
(H2O)16 radical anion,1.026000,H32O16-
Phosphinidene,1.027000,HP
"Naphthalene, 2-methyl-1-nitro-",1.028000,C11H9NO2
thulium,1.029000,Tm
Co13O2 radical anion,1.030000,Co13O2-
V4O radical,1.030000,OV4
Nb10 radical,1.030000,Nb10
FeD2,1.038000,D2Fe
(N2O)6..NO anion,1.040000,N13O7-
(H2O)5..cytosine radical anion,1.040000,C4H15N3O6-
(p-terphenyl)7 radical anion,1.040000,C126H98-
Propiolonitrile,1.040000,C3HN
"Benzene, 1-methoxy-3-nitro-",1.040000,C7H7NO3
Tin(II) chloride,1.040000,Cl2Sn
CH2=CHCH(SMe) anion,1.042000,C4H7S-
cyclooctatrienyne radical,1.044000,C8H6
ruthenium,1.046000,Ru
antimony,1.047000,Sb
FeH2,1.049000,FeH2
PbS anion,1.049000,PbS-
Sulfur hexafluoride,1.049000,F6S
(KI)6 radical anion,1.050000,I6K6-
K(KI)4 radical anion,1.050000,I4K5-
K(KI)6 radical anion,1.050000,I6K7-
Bismuth tetramer,1.050000,Bi4
Magnesium monohydride,1.050000,HMg
Potassium heptamer,1.050000,K7
(p-terphenyl)6 radical anion,1.050000,C108H84-
(p-terphenyl)9 radical anion,1.050000,C162H126-
(anthracene)3 radical anion,1.050000,C42H30-
4-Thiouracil,1.050000,C4H4N2OS
Ru6C(CO)15 dianion,1.050000,C16O15Ru6-2
(benzene)3..Co4 anion,1.050000,C18H18Co4-
Pentayttrium monoxide,1.050000,OY5
Eu anion,1.053000,Eu-
Naphthacene,1.058000,C18H12
CH2NC anion,1.059000,C2H2N-
CH2=CHCH(Ph) anion,1.060000,C9H9-
Si8Na2 radical anion,1.060000,Na2Si8-
benzene..O2 radical anion,1.060000,C6H6O2-
(naphthalene)2..NO radical anion,1.060000,C20H16NO-
(NaCl)3 radical anion,1.060000,Cl3Na3-
"Nickel, [[2,2'-[1,2-ethanediylbis(nitrilomethylidyne)]bis[phenolato]](2-)-N,N',O,O']-, (SP-4-2)-",1.060000,C16H14N2NiO2
(m-terphenyl)11 radical anion,1.060000,C198H154-
Fe(coronene) radical anion,1.060000,C24H12Fe-
(anthracene)4 radical anion,1.060000,C56H40-
"Ethanone, 1,1'-(1,4-phenylene)bis-",1.062000,C10H10O2
Perfluoro(methylcyclohexane),1.062000,C7F14
"1,1'-Biphenyl, 2-nitro-",1.067000,C12H9NO2
1-naphthyl-CH2 anion,1.069000,C11H9-
TaO anion,1.070000,OTa-
CD2NC anion,1.070000,C2D2N-
phenalenide anion,1.070000,C13H9-
Me2SiH anion,1.071000,C2H7Si-
(H2O)17 radical anion,1.072000,H34O17-
"Benzene, 1-fluoro-2-nitro-",1.075000,C6H4FNO2
4-(Trifluoromethyl)benzophenone,1.075000,C14H9F3O
DOO anion,1.077000,DO2-
Ni(CO)3,1.077000,C3NiO3
osmium,1.078000,Os
Hydroperoxy radical,1.078000,HO2
Vanadium(III) acetylacetonate,1.080000,C15H21O6V
In2P4 radical anion,1.080000,In2P4-
Co14O2 radical anion,1.080000,Co14O2-
(H2O)6..adenine radical anion,1.080000,C5H17N5O6-
(m-terphenyl)12 radical anion,1.080000,C216H168-
(benzene)2Fe2 anion,1.080000,C12H12Fe2-
2-Cyano-2-propyl radical,1.084000,C4H6N
"Benzonitrile, pentafluoro-",1.084000,C7F5N
(p-terphenyl)8 radical anion,1.090000,C144H112-
(o-terphenyl)11 radical anion,1.090000,C198H154-
V5O radical,1.090000,OV5
cyclooctatetraenide anion,1.091000,C8H7-
oF-C6H4CH2 anion,1.091000,C7H6F-
Phosphorus monoxide,1.092000,OP
"1,4-Benzenedicarbonitrile",1.093000,C8H4N2
Phenyl radical,1.096000,C6H5
Germylene,1.097000,GeH2
Pentafluorobenzaldehyde,1.097000,C7HF5O
p-Methoxyphenyl radical,1.099000,C7H7O
K2(KI)5 radical anion,1.100000,I5K7-
K2(KI)9 radical anion,1.100000,I9K11-
Na(NaF)12,1.100000,F12Na13
Sodium pentamer,1.100000,Na5
CrCl radical,1.100000,ClCr
ISH radical,1.100000,HIS
(H2O)4..uracil radical anion,1.100000,C4H12N2O6-
Nb15 radical anion,1.100000,Nb15-
H2O..C6F6 radical anion,1.100000,C6H2F6O-
(m-terphenyl)13 radical anion,1.100000,C234H182-
(benzene)3Fe4 anion,1.100000,C18H18Fe4-
(benzene)4Fe6 anion,1.100000,C24H24Fe6-
Fe2(COT) radical anion,1.100000,C8H8Fe2-
Al8Cs2 anion,1.100000,Al8Cs2-
Al11Cs3 anion,1.100000,Al11Cs3-
Al12Cs3 anion,1.100000,Al12Cs3-
(COT)3Eu3 anion,1.100000,C24H24Eu3-
"quinque(2,2')thiophene radical anion",1.100000,C20H12S5-
UO2F4 dianion,1.100000,F4O2U-2
PtAl2 anion,1.100000,Al2Pt-
Nb9 radical,1.100000,Nb9
Tl3 anion,1.100000,Tl3-
Me2NH..H anion,1.100000,C2H8N-
(benzene)3..Co3 anion,1.100000,C18H18Co3-
Co14O radical anion,1.100000,Co14O-
Co15O radical anion,1.100000,Co15O-
"1,4-O2C-C6H4-CO2 dianion",1.100000,C8H4O4-2
Cr2O7 dianion,1.100000,Cr2O7-2
Silver dimer,1.100000,Ag2
dicopper oxide,1.100000,Cu2O
Triyttrium monoxide,1.100000,OY3
Cu2N,1.100000,Cu2N
"Naphthalene, 1-methoxy-4-nitro-",1.101000,C11H9NO3
Trichloromonofluoromethane,1.101000,CCl3F
"3,5-diCl-benzophenone radical",1.106000,C13H8Cl2O
"Benzoic acid, 4-benzoyl-, methyl ester",1.106000,C15H12O3
Sulfur dioxide,1.107000,O2S
NH3..H anion,1.109000,H4N-
MeC(=NOMe)CH2 anion,1.110000,C4H8NO-
(MgO)2 radical,1.110000,Mg2O2
Co2,1.110000,Co2
NH3..NH2 anion,1.110000,H5N2-
(p-terphenyl)10 radical anion,1.110000,C180H140-
(p-terphenyl)11 radical anion,1.110000,C198H154-
(o-terphenyl)12 radical anion,1.110000,C216H168-
Co2(pyrene)2 radical anion,1.110000,C32H20Co2-
(1-Me-anthracene)4 radical anion,1.110000,C60H48-
(C6H6)6V5 anion,1.110000,C36H36V5-
CuNH2,1.110000,CuH2N
tin,1.112000,Sn
(H2O)18 radical anion,1.114000,H36O18-
N-Methylmaleimide,1.114000,C5H5NO2
mOMe-phenide anion,1.117000,C7H7O-
"Benzene, 1-fluoro-4-nitro-",1.119000,C6H4FNO2
(m-terphenyl)14 radical anion,1.120000,C252H196-
(o-terphenyl)13 radical anion,1.120000,C234H182-
Co(pyrene)2 radical anion,1.120000,C32H20Co-
CoNb3,1.120000,CoNb3
coronene..V2 anion,1.120000,C24H12V2-
V4O2 radical anion,1.120000,O2V4-
V5O2 radical,1.120000,O2V5
ND3..D anion,1.121000,D4N-
"1H-Pyrrole-2,5-dione, 1-ethyl-",1.123000,C6H7NO2
Silylene,1.123000,H2Si
"1,1'-Biphenyl, 3-nitro-",1.123000,C12H9NO2
Sulfur monoxide,1.125000,OS
"Benzeneacetonitrile, α-oxo-",1.127000,C8H5NO
(N2O)5..NO anion,1.128000,N11O6-
Co18O radical anion,1.130000,Co18O-
Co10O2 radical anion,1.130000,Co10O2-
(H2O)3..Na anion,1.130000,H6NaO3-
Nb6Al radical,1.130000,AlNb6
(p-terphenyl)12 radical anion,1.130000,C216H168-
"Benzonitrile, 4-acetyl-",1.132000,C9H7NO
"4-Cyclopentene-1,3-dione",1.136000,C5H4O2
U(BH4)4 radical,1.136000,B4H16U
HCðCCH2CH2CH=C=CH anion,1.140000,C7H7-
Co15O2 radical anion,1.140000,Co15O2-
(m-terphenyl)15 radical anion,1.140000,C270H210-
Zn3O3 anion,1.140000,O3Zn3-
Nb3C6 radical anion,1.140000,C6Nb3-
Y5O2 radical,1.140000,O2Y5
"2,4-dimethylenecyclobutan-1-ide anion",1.140000,C6H7-
"2,4-dimethylene-cyclobutane-3-yl-1-ide anion",1.140000,C6H6-
"3,5-Bis(trifluoromethyl)benzonitrile",1.140000,C9H3F6N
rhodium,1.143000,Rh
"3',5'-Bis(trifluoromethyl)acetophenone",1.149000,C10H6F6O
"Benzene, bromopentafluoro-",1.149000,C6BrF5
K(KI)5 radical anion,1.150000,I5K6-
(p-terphenyl)13 radical anion,1.150000,C234H182-
(benzene)Fe2 anion,1.150000,C6H6Fe2-
(2-Me-anthracene)5 radical anion,1.150000,C75H60-
Si5C radical anion,1.150000,CSi5-
fluorobenzene..V anion,1.150000,C6H5FV-
V6O2 radical anion,1.150000,O2V6-
Co16O radical anion,1.150000,Co16O-
(H2O)19 radical anion,1.153000,H38O19-
"1H-Isoindole-1,3(2H)-dione, 2-phenyl-",1.153000,C14H9NO2
"1H-Pyrrole-2,5-dione",1.153000,C4H3NO2
CD3OO anion,1.154000,CD3O2-
MeNH2..H anion,1.157000,CH6N-
Fe(CO),1.157000,CFeO
nickel,1.157000,Ni
"Benzoic acid, 4-formyl-, methyl ester",1.158000,C9H8O3
H2P2O7 dianion,1.160000,H2O7P2-2
diindenochrysene radical,1.160000,C26H12
Ti5,1.160000,Ti5
Ti7,1.160000,Ti7
CH2=C(OLi)O anion,1.160000,C2H2LiO2-
RhCo2,1.160000,Co2Rh
MeOO anion,1.161000,CH3O2-
"Benzene, 1-bromo-2-nitro-",1.162000,C6H4BrNO2
"2,5-Furandione, 3,4-dimethyl-",1.162000,C6H6O3
"Benzene, 1-chloro-2-nitro-",1.162000,C6H4ClNO2
BeC6 dianion,1.165000,C6Be-2
Tb anion,1.165000,Tb-
"Potassium, compound with sodium(1:2)",1.167000,KNa2
(p-terphenyl)14 radical anion,1.170000,C252H196-
(p-terphenyl)15 radical anion,1.170000,C270H210-
(p-terphenyl)17 radical anion,1.170000,C306H238-
(p-terphenyl)21 radical anion,1.170000,C378H294-
(p-terphenyl)22 radical anion,1.170000,C396H308-
(p-terphenyl)23 radical anion,1.170000,C414H322-
(p-terphenyl)24 radical anion,1.170000,C432H336-
(p-terphenyl)26 radical anion,1.170000,C468H364-
(p-terphenyl)35 radical anion,1.170000,C630H490-
(p-terphenyl)40 radical anion,1.170000,C720H560-
(azulene)2 radical anion,1.170000,C20H16-
Au26,1.170000,Au26
(H2O)5..thymine radical anion,1.170000,C5H16N2O7-
(H2O)6..7-aza-indole radical anion,1.170000,C7H18N2O6-
Y6O2 radical anion,1.170000,O2Y6-
(H2O)6..O2CCO2 dianion,1.170000,C2H12O10-2
